date,temperature_2m_d,max_temperature_2m_d,min_temperature_2m_d,dewpoint_temperature_2m_d,humidity_d,surface_pressure_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d
2015-08-13,288.9222279740264,291.9114632440829,287.0406581468349,287.6620429258147,92.41741158203877,100901.86841155266,18.586641184234978,3.2431634224536623,0.8785258915895254
2015-08-14,286.89073615253426,288.5554299632945,285.8448279735885,285.65471621483505,92.3705258809638,101037.6688178843,14.58290863900041,1.286660462515211,1.7738975095884837
2015-08-15,286.5314947659481,289.8909787851337,284.04833532511105,283.8981324456583,85.04296211698802,101102.53481822026,6.393028337663539,0.862751104127021,2.498256681306971
2015-08-16,286.9004460549051,290.97376515079844,283.0413517832735,284.253828023897,84.44066447817335,101202.97523775762,5.872988678757674,-2.707360796855621,2.0294634384327854
2015-08-17,290.65283160893034,292.32697861244304,289.32009397858917,289.4494668337854,93.2667292488647,100565.3075840689,33.841936559281216,-1.6888733437740497,0.30517983299427776
2015-08-18,288.9335917054654,291.3281425634216,287.5937581301059,288.1784377619469,95.51105432707254,100557.87520996355,28.00585506379921,2.562102548501044,0.3823677040972017
2015-08-19,288.4907706919366,293.89263106901944,284.13025183104736,284.76972609613574,80.57552706045306,101143.3641292243,0.036245335392176455,0.8051552941281112,2.634767011568226
2015-08-20,287.610830724002,292.25306131075513,284.220008229759,284.3009986675795,81.13430128830687,101357.94142550633,0.3513028732848175,-2.9196138840329997,1.3254178477785417
2015-08-21,289.3742030493159,296.7980546538377,283.8238651026184,285.5170226659273,80.1485713919945,100870.19527677135,0.0008859072767152503,-2.2683210582781865,-0.4108296691123593
2015-08-22,293.3276549564331,299.1016401125612,289.66408678519156,288.7659227933439,75.90074746073455,100077.71872563957,2.612592791701477,-1.340880489630095,-2.840721512471664
2015-08-23,291.4096319791417,294.65349185855473,287.27745169798004,283.6587888787093,62.86738866736008,100801.55706229208,1.432800297221017,-1.3030131805269474,5.091362739944639
2015-08-24,286.54100163860727,292.45688214126204,281.611815617799,281.1680862101408,71.44859120163741,101202.50863495388,1.6763806343078613e-06,-2.8577177481943865,3.066628611172052
2015-08-25,288.8691772625877,297.5376079052044,282.4409333353846,284.520283248112,76.68295375411061,100668.07314085976,0.00018219341227849241,-3.0745365201644543,-0.1560319857996272
2015-08-26,294.56635660841107,299.7346784629398,291.721208922546,291.3219587028456,82.49155887273439,100118.89574300645,11.313026337309374,-0.417991065810769,-1.421201804754145
2015-08-27,291.552196260033,297.68971575162476,285.6428163712754,285.0731509021139,71.25542139298824,100953.69050909083,0.04488109132397671,-0.4055803471390679,2.4099394238256404
2015-08-28,291.4095268505531,300.1893590673483,284.77423337313456,283.3685133815583,62.65669837200263,101096.67452680478,6.705522537231445e-06,-2.3917529593774582,-2.420004595156702
2015-08-29,295.0109164768198,302.4603946896723,290.2707851768112,287.5623294725875,63.94332096298517,100579.9665930595,2.514570951461792e-06,-0.4178480936690912,-5.059229907969962
2015-08-30,297.4991028172786,306.0917129729574,291.28604486670145,289.76089927409157,64.24040613680461,100507.16168074773,-3.3527612686157227e-06,-1.268783917249775,-4.055106778895901
2015-08-31,299.54321692894314,307.99232193267756,293.3812990840543,291.3161110032614,62.297592170258504,100437.10311112615,0.0034162865314107593,-0.38057630174532364,-3.1487846121146825
2015-09-01,292.2151129316417,300.2347352141798,287.73611743644034,285.96625896303635,67.72160370499336,101266.84963501139,3.375815258935504,-3.9552691893119616,5.224213507507224
2015-09-02,289.5594342267944,295.64872720764487,285.1348621957253,283.50764149589185,68.04827447822656,101182.73003397463,0.05168034787739888,-3.5938365630287303,2.750106854648921
2015-09-03,290.4139491724288,294.6282302431407,287.58149066183483,284.7107151414617,69.96028682355066,101077.21999794908,0.5141622624031734,-0.5015181808491914,4.581447506875599
2015-09-04,287.6105575312299,293.8896085319194,282.3108750037626,281.8268218149501,70.42775479369101,101355.98280688545,0.0028980242037216267,-1.0359946340101238,3.575832774182173
2015-09-05,287.5658746800809,294.5839524083037,281.3702934615406,281.4710440402601,69.52423814145871,101420.81486481593,0.0001207755731100451,-1.671049138071871,2.6242576643489146
2015-09-06,288.14063880604584,295.30595071421817,281.3183607452729,281.38124731455457,66.38478363568318,100924.64474190955,0.000486314616880104,-2.9388816729148126,0.6610366886113195
2015-09-07,289.4741504902778,297.03656727790315,283.9331484547262,282.8475099062773,66.56203230324368,100057.95535177359,0.09725370019600842,-3.45439943835664,-0.3831403735021033
2015-09-08,291.1229711021571,298.141329921254,285.62005566749184,284.61104751263383,68.52218130321498,99959.77116734163,0.0009340752918903126,-0.7351429972138505,3.043160026477168
